Assembly_Accession,Taxonomy,SNOR_presence,SNOR_copies
GCA_020002365.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma gracile,TRUE,1
GCF_001896365.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces amestolkiae,TRUE,1
GCA_001929475.1,Fungi;Ascomycota;Neolectomycetes;Neolectales;Neolectaceae;Neolecta;Neolecta irregularis,TRUE,1
GCF_024610275.1,Fungi;Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida;Candida theae,TRUE,1
GCF_030913485.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum godetiae,TRUE,1
GCA_030413865.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum limetticola,TRUE,1
GCA_030868995.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum melonis,TRUE,1
GCF_011075155.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum scovillei,TRUE,1
GCF_030869305.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum tamarilloi,TRUE,1
GCA_001969505.1,Fungi;Zoopagomycota;Harpellomycetes;Harpellales;Legeriomycetaceae;Zancudomyces;Zancudomyces culisetae,FALSE,0
GCA_000350065.2,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum orbiculare,TRUE,1
GCF_000319635.2,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum fructicola,TRUE,1
GCA_910592015.1,Fungi;Mucoromycota;Glomeromycetes;Diversisporales;Diversisporaceae;Diversispora;Diversispora eburnea,TRUE,1
GCF_026229845.1,Fungi;Ascomycota;Sordariomycetes;Diaporthales;Diaporthaceae;Diaporthe;Diaporthe amygdali,TRUE,1
GCF_013390185.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum aenigma,TRUE,1
GCF_013368755.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces rugulosus,TRUE,1
GCF_003426965.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus tanneri,TRUE,2
GCF_016861865.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus puulaauensis,TRUE,2
GCF_000365145.1,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Cyphellophoraceae;Cyphellophora;Cyphellophora europaea,TRUE,1
GCA_003795295.1,Fungi;Ascomycota;Sordariomycetes;Diaporthales;Valsaceae;Cytospora;Cytospora leucostoma,TRUE,1
GCF_000349305.1,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia sympodialis,FALSE,0
GCA_900074735.1,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea;Lachancea sp. 'fantastica',TRUE,1
GCA_900074745.1,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea;Lachancea mirantina,TRUE,1
GCF_002926085.2,Fungi;Ascomycota;Pichiomycetes;Serinales;Metschnikowiaceae;Candidozyma;Candidozyma duobushaemuli,TRUE,2
GCA_027945595.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium torreyae,TRUE,1
GCA_002234965.2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus turcosus,TRUE,1
GCF_000938715.1,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea;Lachancea lanzarotensis,TRUE,1
GCA_008704415.1,Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Sphaerosporella;Sphaerosporella brunnea,TRUE,1
GCF_000464535.1,Fungi;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Endocarpon;Endocarpon pusillum,TRUE,1
GCA_900074755.1,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea;Lachancea nothofagi,TRUE,1
GCA_900074715.1,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Lachancea;Lachancea meyersii,TRUE,1
GCF_000417875.1,Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Pseudozyma;Pseudozyma flocculosa,TRUE,1
GCF_000365165.1,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora carrionii,TRUE,1
GCF_003144205.1,Fungi;Basidiomycota;Exobasidiomycetes;Exobasidiales;Brachybasidiaceae;Meira;Meira miltonrushii,TRUE,1
GCA_027595825.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia biformis,TRUE,1
GCA_027579315.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia helicoidea,TRUE,1
GCF_000392275.1,Fungi;Ascomycota;Sordariomycetes;Togniniales;Togniniaceae;Phaeoacremonium;Phaeoacremonium minimum,TRUE,1
GCA_000385875.2,Fungi;Microsporidia;NA;NA;Tubulinosematidae;Anncaliia;Anncaliia algerae,FALSE,0
GCA_018360215.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Claviceps;Claviceps spartinae,TRUE,1
GCA_022813945.1,Fungi;Ascomycota;Lecanoromycetes;Trapeliales;Trapeliaceae;Trapelia;Trapelia coarctata,FALSE,0
GCF_000512605.2,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella pini,TRUE,1
GCF_000835755.1,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus tetragattii,TRUE,1
GCF_000512565.2,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella dejecticola,TRUE,1
GCF_000400465.1,Fungi;Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia;Wallemia ichthyophaga,TRUE,1
GCA_023646635.1,Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Flavoplaca;Flavoplaca oasis,TRUE,1
GCA_023646125.1,Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Gyalolechia;Gyalolechia ehrenbergii,TRUE,1
GCA_023645975.1,Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Usnochroma;Usnochroma carphineum,TRUE,1
GCA_023645955.1,Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Variospora;Variospora aurantia,FALSE,0
GCA_000465215.2,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Pyrenophora;Pyrenophora seminiperda,TRUE,1
GCA_948474695.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Periconiaceae;Periconia;Periconia digitata,TRUE,1
GCA_028827375.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium desertorum,TRUE,1
GCA_001541205.1,Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula sp. JG-1b,TRUE,1
GCF_000403515.1,Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Pseudozyma;Pseudozyma hubeiensis,TRUE,1
GCA_025594325.1,Fungi;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;Blastocladiella;Blastocladiella emersonii,FALSE,0
GCA_001692735.1,Fungi;Ascomycota;Dothideomycetes;Mytilinidiales;Argynnaceae;Lepidopterella;Lepidopterella palustris,TRUE,1
GCA_001632445.1,Fungi;Basidiomycota;Agaricomycetes;Russulales;Peniophoraceae;Peniophora;Peniophora sp. CONT,TRUE,1
GCA_014925785.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena galopus,TRUE,2
GCA_014904905.1,Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Wilcoxina;Wilcoxina mikolae,TRUE,1
GCF_025399195.1,Fungi;Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis;Umbelopsis ramanniana,TRUE,1
GCA_001630475.1,Fungi;Basidiomycota;Agaricomycetes;Trechisporales;NA;Sertulicium;Sertulicium niveocremeum,TRUE,1
GCA_004369055.1,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Polyporus;Polyporus arcularius,FALSE,0
GCA_010093925.1,Fungi;Ascomycota;Dothideomycetes;NA;Zopfiaceae;Zopfia;Zopfia rhizophila,TRUE,1
GCA_010093745.1,Fungi;Ascomycota;Dothideomycetes;Capnodiales;Piedraiaceae;Piedraia;Piedraia hortae,TRUE,1
GCA_001632375.1,Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Exidiaceae;Exidia;Exidia glandulosa,TRUE,1
GCA_001632425.1,Fungi;Basidiomycota;Agaricomycetes;Gloeophyllales;Gloeophyllaceae;Neolentinus;Neolentinus lepideus,TRUE,1
GCA_022160315.1,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Panaceae;Panus;Panus rudis,TRUE,1
GCF_010015565.1,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Dissoconiaceae;Dissoconium;Dissoconium aciculare,TRUE,1
GCA_025094155.1,Fungi;Mucoromycota;Mucoromycetes;Mucorales;Lichtheimiaceae;Lichtheimia;Lichtheimia hyalospora,TRUE,1
GCA_025603075.1,Fungi;Zoopagomycota;Entomophthoromycetes;Entomophthorales;Ancylistaceae;Neoconidiobolus;Neoconidiobolus thromboides,TRUE,1
GCA_010093585.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Melanommataceae;Melanomma;Melanomma pulvis-pyrius,TRUE,1
GCA_022160365.1,Fungi;Basidiomycota;Agaricomycetes;Russulales;Lachnocladiaceae;Vararia;Vararia minispora,TRUE,1
GCA_910591775.1,Fungi;Mucoromycota;Glomeromycetes;Diversisporales;Gigasporaceae;Dentiscutata;Dentiscutata heterogama,TRUE,1
GCF_028828155.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium subrubescens,TRUE,2
GCA_007821475.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Lachnaceae;Lachnellula;Lachnellula arida,TRUE,1
GCF_009193445.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus pseudotamarii,TRUE,3
GCF_028827825.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium malachiteum,TRUE,1
GCA_014461125.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena kentingensis (nom. inval.),FALSE,0
GCA_019364595.1,Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Butyriboletus;Butyriboletus roseoflavus,TRUE,1
GCA_003947005.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium floridanum,TRUE,1
GCA_003946985.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium duplospermum,TRUE,1
GCA_003947015.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium sp. AF-6,TRUE,1
GCA_015179015.1,Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus;Boletus edulis,TRUE,2
GCA_025266875.1,Fungi;Mucoromycota;Mucoromycetes;Mucorales;Lichtheimiaceae;Fennellomyces;Fennellomyces sp. T-0311,TRUE,2
GCA_001630345.1,Fungi;Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Calocera;Calocera viscosa,TRUE,1
GCA_003097675.1,Fungi;Zoopagomycota;Harpellomycetes;Harpellales;Legeriomycetaceae;Smittium;Smittium angustum,FALSE,0
GCA_001953115.1,Fungi;Zoopagomycota;Harpellomycetes;Harpellales;Legeriomycetaceae;Smittium;Smittium mucronatum,FALSE,0
GCA_003788595.2,Fungi;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae;Choiromyces;Choiromyces venosus,TRUE,1
GCF_038497685.1,Fungi;Ascomycota;Lipomycetes;Lipomycetales;Lipomycetaceae;Kockiozyma;Kockiozyma suomiensis,TRUE,1
GCF_038363865.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Apiosporaceae;Apiospora;Apiospora hydei,TRUE,1
GCA_042464665.1,Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Stereocaulaceae;Lepraria;Lepraria finkii,TRUE,1
GCA_010093795.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Sporormia;Sporormia fimetaria,TRUE,1
GCF_003344945.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus welwitschiae,TRUE,1
GCA_022750515.1,Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella claussenii,TRUE,1
GCA_003547095.1,Fungi;Mucoromycota;Glomeromycetes;Diversisporales;Diversisporaceae;Diversispora;Diversispora epigaea,TRUE,2
GCA_910591965.1,Fungi;Mucoromycota;Glomeromycetes;Diversisporales;Gigasporaceae;Dentiscutata;Dentiscutata erythropus,FALSE,0
GCF_011074865.1,Fungi;Ascomycota;Pichiomycetes;Pichiales;Pichiaceae;Brettanomyces;Brettanomyces nanus,TRUE,1
GCA_004681135.1,Fungi;Basidiomycota;Agaricomycetes;Russulales;Hericiaceae;Hericium;Hericium alpestre,FALSE,0
GCA_003344505.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus phoenicis,TRUE,2
GCA_002092935.1,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Trametes;Trametes coccinea,TRUE,1
GCA_001632435.1,Fungi;Basidiomycota;Dacrymycetes;Dacrymycetales;Dacrymycetaceae;Calocera;Calocera cornea,TRUE,1
GCF_000803265.1,Fungi;Microsporidia;NA;NA;Ordosporidae;Ordospora;Ordospora colligata,FALSE,0
GCA_002006685.2,Fungi;Chytridiomycota;Chytridiomycetes;Rhizophydiales;NA;Batrachochytrium;Batrachochytrium salamandrivorans,FALSE,0
GCF_000497045.1,Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Kalmanozyma;Kalmanozyma brasiliensis,TRUE,1
GCF_001651985.1,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Fonsecaea;Fonsecaea erecta,TRUE,1
GCF_020536065.1,Fungi;Ascomycota;Pichiomycetes;Pichiales;Pichiaceae;Ogataea;Ogataea philodendri,TRUE,1
GCF_001653235.2,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Pochonia;Pochonia chlamydosporia,TRUE,1
GCA_040143865.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Sporocadaceae;Seiridium;Seiridium cardinale,TRUE,1
GCA_039778275.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Sporocadaceae;Seiridium;Seiridium unicorne,TRUE,1
GCA_029542865.1,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia equina,TRUE,1
GCA_009193565.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus coremiiformis,TRUE,1
GCA_022376465.1,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Cubamyces;Cubamyces lactineus,TRUE,1
GCF_010015815.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Dothidotthiaceae;Dothidotthia;Dothidotthia symphoricarpi,TRUE,1
GCA_010015725.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Amniculicolaceae;Amniculicola;Amniculicola lignicola,TRUE,1
GCF_002847485.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus campestris,TRUE,1
GCF_002849105.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus steynii,TRUE,1
GCF_002847465.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus novofumigatus,TRUE,1
GCF_002846915.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus ochraceoroseus,TRUE,1
GCA_015179025.1,Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Terfezia;Terfezia claveryi,TRUE,1
GCF_014898295.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis byssoidea,TRUE,1
GCF_025526975.1,Fungi;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Powellomycetaceae;Fimicolochytrium;Fimicolochytrium jonesii,TRUE,1
GCA_022814265.1,Fungi;Ascomycota;Lecanoromycetes;Baeomycetales;Xylographaceae;Lambiella;Lambiella insularis,FALSE,0
GCF_000961545.1,Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Sporothrix;Sporothrix schenckii,TRUE,1
GCF_003851025.1,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Sparassidaceae;Sparassis;Sparassis crispa,TRUE,1
GCF_001477545.1,Fungi;Ascomycota;Pneumocystomycetes;Pneumocystales;Pneumocystaceae;Pneumocystis;Pneumocystis carinii,FALSE,0
GCA_000750755.1,Fungi;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Pseudogymnoascus;Pseudogymnoascus sp. VKM F-4513 (FW-928),TRUE,1
GCA_000750805.1,Fungi;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Pseudogymnoascus;Pseudogymnoascus sp. VKM F-4515 (FW-2607),FALSE,0
GCA_000750815.1,Fungi;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Pseudogymnoascus;Pseudogymnoascus sp. VKM F-4516 (FW-969),TRUE,1
GCA_000750875.1,Fungi;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Pseudogymnoascus;Pseudogymnoascus sp. VKM F-4517 (FW-2822),FALSE,0
GCA_000750895.1,Fungi;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Pseudogymnoascus;Pseudogymnoascus sp. VKM F-103,FALSE,0
GCA_000750925.1,Fungi;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Pseudogymnoascus;Pseudogymnoascus sp. VKM F-4518 (FW-2643),TRUE,1
GCA_030039245.1,Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;Naganishia vaughanmartiniae,FALSE,0
GCA_000503235.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Sclerotinia;Sclerotinia borealis,TRUE,1
GCA_000750665.1,Fungi;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Pseudogymnoascus;Pseudogymnoascus sp. VKM F-3557,TRUE,1
GCA_949357655.1,Fungi;Ascomycota;Sordariomycetes;Microascales;Microascaceae;Parascedosporium;Parascedosporium putredinis,TRUE,1
GCA_023646055.1,Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Teloschistes;Teloschistes chrysophthalmus,TRUE,1
GCA_910592205.1,Fungi;Mucoromycota;Glomeromycetes;Paraglomerales;Paraglomeraceae;Paraglomus;Paraglomus occultum,TRUE,1
GCA_001883825.1,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Emergomyces;Emergomyces pasteurianus,TRUE,1
GCA_002573585.1,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Helicocarpus;Helicocarpus griseus,TRUE,1
GCA_010015655.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymosphaeriaceae;Bimuria;Bimuria novae-zelandiae,TRUE,1
GCA_009733575.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;Gymnopus;Gymnopus androsaceus,TRUE,1
GCF_003184625.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus neoniger,TRUE,1
GCF_003184755.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus piperis,TRUE,1
GCF_003184745.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus uvarum,TRUE,1
GCF_003184825.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus fijiensis,TRUE,1
GCA_003184645.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus ellipticus,TRUE,1
GCF_003184545.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus heteromorphus,TRUE,1
GCF_003184695.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus brunneoviolaceus,TRUE,1
GCA_003184705.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus violaceofuscus,TRUE,1
GCF_003184585.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus saccharolyticus,TRUE,1
GCA_003184685.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus indologenus,TRUE,1
GCA_021432605.1,Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;Coniochaeta;Coniochaeta sp. PMI_546,TRUE,2
GCA_026026765.1,Fungi;Ascomycota;Candelariomycetes;Candelariales;Pycnoraceae;Pycnora;Pycnora praestabilis,TRUE,1
GCA_022813785.1,Fungi;Ascomycota;Lecanoromycetes;Baeomycetales;Xylographaceae;Xylographa;Xylographa trunciseda,FALSE,0
GCF_023278565.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum lupini,TRUE,1
GCF_001642045.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymosphaeriaceae;Paraphaeosphaeria;Paraphaeosphaeria sporulosa,TRUE,2
GCA_010093685.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Ophiobolus;Ophiobolus disseminans,TRUE,1
GCA_010094045.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;Lojkania;Lojkania enalia,TRUE,1
GCF_000760515.2,Fungi;Microsporidia;NA;NA;NA;Mitosporidium;Mitosporidium daphniae,TRUE,1
GCA_041956415.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Chaetomium;Chaetomium olivicolor,TRUE,1
GCA_041956425.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Humicola;Humicola hyalothermophila,TRUE,1
GCF_001500285.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Mollisiaceae;Mollisia;Mollisia scopiformis,TRUE,1
GCA_020045945.2,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma semiorbis,TRUE,1
GCA_002022785.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma guizhouense,TRUE,1
GCA_019565615.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma simmonsii,TRUE,1
GCA_010015805.1,Fungi;Ascomycota;Dothideomycetes;Aulographales;Rhizodiscinaceae;Rhizodiscina;Rhizodiscina lignyota,TRUE,1
GCA_021432635.1,Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Thozetella;Thozetella sp. PMI_491,TRUE,1
GCA_035135055.1,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Teratosphaeriaceae;Oleoguttula;Oleoguttula mirabilis,TRUE,1
GCA_002077065.1,Fungi;Ascomycota;Dothideomycetes;Cladosporiales;Cladosporiaceae;Cryoendolithus;Cryoendolithus antarcticus,TRUE,1
GCA_035927975.1,Fungi;Ascomycota;Dothideomycetes;Cladosporiales;Cladosporiaceae;Rachicladosporium;Rachicladosporium monterosium,TRUE,1
GCA_015178975.1,Fungi;Basidiomycota;Agaricomycetes;Hysterangiales;Hysterangiaceae;Hysterangium;Hysterangium stoloniferum,TRUE,1
GCA_023645945.1,Fungi;Ascomycota;Lecanoromycetes;Ostropales;Graphidaceae;Diploschistes;Diploschistes diacapsis,TRUE,1
GCA_022385745.1,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Cubamyces;Cubamyces sp. BRFM 1775,TRUE,1
GCA_010093945.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Delitschiaceae;Delitschia;Delitschia confertaspora,TRUE,1
GCA_022984865.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Hypoxylaceae;Hypomontagnella;Hypomontagnella submonticulosa,TRUE,1
GCA_001662575.1,Fungi;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Pseudogymnoascus;Pseudogymnoascus sp. 23342-1-I1,TRUE,1
GCA_015178925.1,Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula emetica,TRUE,1
GCA_000825705.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;NA;[Torrubiella] hemipterigena,TRUE,1
GCA_033296905.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Podosporaceae;Podospora;Podospora australis,TRUE,1
GCA_030435615.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;Armillaria;Armillaria luteobubalina,TRUE,1
GCA_001895945.1,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Trametes;Trametes pubescens,TRUE,1
GCF_038497645.1,Fungi;Ascomycota;Lipomycetes;Lipomycetales;Lipomycetaceae;Lipomyces;Lipomyces chichibuensis,TRUE,2
GCA_004154925.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;NA;Monosporascus;Monosporascus cannonballus,TRUE,1
GCF_028828015.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium pulvis,TRUE,1
GCF_028828195.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium verhagenii,TRUE,1
GCA_013781345.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium coicis,TRUE,1
GCF_003144245.1,Fungi;Basidiomycota;Exobasidiomycetes;Microstromatales;NA;Jaminaea;Jaminaea rosea,TRUE,1
GCA_001625285.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum incanum,TRUE,1
GCA_001006345.1,Fungi;Ascomycota;Eurotiomycetes;Phaeomoniellales;Phaeomoniellaceae;Phaeomoniella;Phaeomoniella chlamydospora,TRUE,1
GCA_022813845.1,Fungi;Ascomycota;Lecanoromycetes;Baeomycetales;Xylographaceae;Xylographa;Xylographa pallens,FALSE,0
